artist,popularity,followers,genres
Peter Jackson,24,5547,slow game
Lil Yachty,80,10359737,"atl hip hop, melodic rap, rap, trap"
Robert Schumann,67,589484,"early romantic era, german romanticism"
Willie Nelson,72,2354438,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter"
Taylor Swift,100,127838324,pop
Mark Knopfler,64,1652508,soft rock
Pinkfong,70,378173,"cartoon, children's music, dong-yo"
Tommy Clufetos,0,122,
Superpower,35,128,
Mötley Crüe,72,5429926,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
Joanna Newsom,38,126463,"chamber folk, chamber pop, harp, new weird america"
"Liz Callaway, Howard McGillin, David Zippel, Lex de Azevedo, Larry Bastian, Larry Schwartz",31,457,
The Singer and the Songwriter,14,1331,
J. Cole,87,25202868,"conscious hip hop, hip hop, north carolina hip hop, rap"
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Lemmy,49,70324,
Jewel,59,811270,"alaska indie, ectofolk, lilith, permanent wave, pop rock, singer-songwriter"
Geddy Lee,30,37422,
Yeah Yeah Yeahs,70,1382061,"alternative dance, alternative rock, art pop, dance-punk, garage rock, indie rock, modern rock, neo-synthpop, new rave"
Taylor Swift,100,127838324,pop
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Debbie Harry,42,49170,new wave pop
AP,38,2298,
Tiny Habits,54,83098,boston folk
"Becky G, Cuco, Jalen Santoy & Madge",0,2,
Vybz Kartel,68,1620357,"dancehall, jamaican dancehall, reggae fusion"
Shakira,88,35739060,"colombian pop, dance pop, latin pop, pop"
Christina Aguilera,80,8642646,"dance pop, pop"
Skittles,24,4080,manchester hip hop
Terry MacAlmon,42,33678,classic praise
Lauren Jauregui,52,1274054,r&b
Def Leppard,71,5226611,"album rock, classic rock, glam metal, hard rock, nwobhm, rock"
Brianna Chickenfry,2,319,
Olly Alexander (Years & Years),72,1994819,"dance pop, gauze pop, pop, pop dance, uk pop"
Chloe Bailey,9,1135,
Eric Clapton,73,6106863,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock"
Lukas Nelson,53,44598,
Bill Wilson,18,1655,"cosmic american, psychedelic folk rock"
Jung Kook,87,16630239,k-pop
Fantasia,59,2134780,"contemporary r&b, hip pop, r&b, urban contemporary"
Nicky Jam,82,19240521,"latin hip hop, reggaeton, trap latino, urbano latino"
Waxahatchee,57,236030,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
Judee Sill,36,56375,singer-songwriter
Faye Webster,74,1600153,"atlanta indie, indie pop"
Adele,87,60800041,"british soul, pop, pop soul, uk pop"
WILLOW,72,2771139,"afrofuturism, pop, post-teen pop, pov: indie"
Elyanna,71,235551,palestinian pop
Miles Davis,65,2611790,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet, soul, vocal jazz"
Tim Commerford,13,680,
Etty Lau Farrell,12,449,
Herman Wallen,27,73,
Sinéad O'Connor,65,1297845,"lilith, new wave pop, singer-songwriter"
Bobby Brown,58,1199506,"contemporary r&b, new jack swing, r&b, urban contemporary"
Gracie Abrams,91,3457217,alt z
UMI,63,1041000,"alternative r&b, bedroom soul"
Tame Impala,81,8377973,"australian psych, modern rock, neo-psychedelic, rock"
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Kecalf Franklin,0,0,
Anne Wilson,64,295307,"ccm, christian music"
Eddie Vedder,63,1638523,"acoustic rock, grunge, permanent wave"
Guitarras de la Sierra,35,5322,musica oaxaquena
APPARITION6,11,475,
Marilyn Manson,73,4589937,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock"
Michelle Williams,61,20154,hollywood
Gustavo Cerati,72,4872230,"argentine rock, latin alternative, latin rock, rock en espanol"
Jay Park,67,2161161,"k-pop, k-rap, korean r&b"
Show Dem Camp,50,172740,"afrobeats, alte, nigerian hip hop, nigerian pop"
Taylor Swift,100,127838324,pop
Kim Petras,75,1140950,"alt z, dance pop, pop, transpop"
Headline,30,25649,alberta hip hop
Davide Dalmonte,50,9219,
Grateful Dead,67,1908302,"cosmic american, jam band, psychedelic rock"
Lana Del Rey,92,42524628,"art pop, pop"
Lisa Rex,34,274,
Hermanos Espinoza,72,316607,corrido
Nipsey Hussle,67,3501644,"conscious hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
Ben Atkind,12,0,
Runner and Bobby,26,3452,
Rae Sremmurd,72,7553552,"melodic rap, mississippi hip hop, pop rap, rap, trap"
Jessica Ashley,17,708,
Depeche Mode,76,6738480,"dance rock, new romantic, new wave, permanent wave, rock, synthpop"
James Taylor,68,2708173,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
"Darryl ""DMC"" McDaniels",31,1557,
Solo Set,0,1,
Jimmie Allen,54,265249,"black americana, contemporary country, country road, modern country rock"
Junior H,91,20987427,"corrido, corridos tumbados, musica mexicana, sad sierreno, sierreno"
Taylor S Brooks,53,75,
Ronnie Hawkins,28,8860,"canadian blues, canadian rockabilly, swamp rock"
Laufey,84,5986996,gen z singer-songwriter
Benjamin Gibbard,44,70432,
Gloria Gaynor,65,1097092,"disco, soft rock"
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Lavinium,54,424,rain
John Squire,40,18529,
Lou Reed's Metal Machine Trio,0,462,
The University Of The Philippines Concert Chorus,9,96,university choir
Alicia Keys,81,12270758,"neo soul, pop, r&b"
A$AP Ferg,73,3983721,"hip hop, pop rap, rap, southern hip hop, trap"
Cardi B,80,24770146,"pop, rap"
Dolla,31,19161,atl hip hop
Gang Starr,65,994193,"alternative hip hop, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop"
Julianne Moore,16,290,
Valerie June,47,173888,"black americana, folk, memphis americana, new americana"
Ethel Cain,69,766474,"countrygaze, indie pop, modern dream pop"
Murda Beatz,58,157786,"canadian hip hop, canadian trap"
Andrew Wyatt,45,8092,nyc pop
DJ White Shadow,42,3844,
Diplo,79,2708725,"dance pop, edm, electro house, moombahton, pop dance"
CHUCK TAYLORS,2,229,
Paul McCartney,77,4983473,"classic rock, mellow gold, rock, soft rock"
The Raincoats,35,97156,"art punk, experimental rock, post-punk, riot grrrl, uk post-punk"
Hillsong Worship,75,6332986,"ccm, christian music, world worship, worship"
Daisy Jones & The Six,56,399310,modern folk rock
Michelle Branch,58,667449,"candy pop, dance pop, lilith, neo mellow, pop rock"
Thrailkill,37,15110,instrumental progressive metal
Shaun Ryder,25,8153,"madchester, solo wave"
Patrick Carney,38,7542,
Iris DeMent,48,88911,"arkansas country, folk, singer-songwriter"
Standout,0,32,
Larry Stylinson,0,1,
Taylor Swift,100,127838324,pop
Justin Johnson,39,110763,
Kesha,82,8354154,"dance pop, pop"
Jennifer Lopez,77,13348292,"dance pop, pop, urban contemporary"
ZAYN,79,23498544,"pop, uk pop"
Khantrast,64,231239,anime rap
Domino Kirke,2,3975,
Bill Wyman,34,30337,
Bob Bradley,27,3072,
Elvis Costello & The Attractions,51,299412,"art rock, new romantic, new wave, new wave pop, power pop"
Lorde,78,10106142,"art pop, metropopolis, nz pop, pop"
Taylor Phillips,28,3558,
Electric Light Orchestra,73,4186423,"album rock, art rock, beatlesque, classic rock, glam rock, mellow gold, rock, soft rock, symphonic rock"
Charlie Watts,30,16274,rock drums
The Citizens of Halloween,59,5336,
Sharon Stone,37,82,
Tommy Lee,40,31899,rock drums
Marc Streitenfeld,57,27776,"german soundtrack, orchestral soundtrack, soundtrack"
Sevak Amroyan,24,2682,"armenian folk, armenian pop"
Sampha,66,813788,"alternative r&b, indie soul"
Lisa Marie Claire,11,76,
Jessica Simpson,51,1301554,"dance pop, post-teen pop"
Sam Hyde,20,4265,epunk
David Bowie,78,10960618,"art rock, classic rock, glam rock, permanent wave, rock"
Bill Wants,0,8,
Dan Auerbach,57,364955,"garage rock, modern blues rock"
Perry Como,76,547062,"adult standards, easy listening"
Julieta Venegas,77,2678683,"cantautora mexicana, latin alternative, latin pop, latin rock, rock en espanol"
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Josh Turner,66,2643582,"contemporary country, country, country road"
Mori Calliope,59,354092,japanese vtuber
Gary Clark Jr.,56,948551,"electric blues, modern blues rock, rock, soul blues, texas blues"
Barrett Wilbert Weed,63,98981,"broadway, show tunes"
Nathan Lane,59,15400,movie tunes
Ronald Isley,54,203445,"contemporary r&b, new jack swing, r&b"
Blaqstarr,19,4296,bmore
Mary Lattimore,44,56839,"art pop, electra, experimental ambient, jazz harp, pastoral, spectra"
Simon Raymonde,35,2030,
Colm R. McGuinness,57,134788,shanty
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Kamala Harris,8,398,
Denise Young,41,4548,"new age, new age piano"
Marquis Deus,14,20,
Weinberg,0,2,
Leray,22,992,
The Grass Roots,47,236658,"bubblegum pop, classic garage rock, country rock, folk rock, psychedelic rock, soft rock, sunshine pop"
Aaron Lee Tasjan,30,23224,"alternative country, nashville americana, new americana, southern americana"
Yamê,61,396272,
Ryan Coomer,15,31,
Code Orange,44,215316,"pennsylvania hardcore, pittsburgh metal, wrestling"
Delayna,0,43,
Taylor Swift,100,127838324,pop
Tiny Habits,54,83098,boston folk
The Reverend Horton Heat,43,136714,"classic texas country, psychobilly"
Keri Hilson,71,2036787,"dance pop, hip pop, r&b, urban contemporary"
Michael Reese,41,1106,piano cover
Ty Segall,47,328590,"bay area indie, garage rock, indie rock, lo-fi, neo-psychedelic, noise pop, noise rock, oc indie"
Troye Sivan,79,8681659,"australian pop, pop, viral pop"
Brett McLaughlin,35,261,
Bathory,49,430418,"autonomous black metal, black metal, black thrash, metal, old school thrash, pagan black metal, swedish black metal, swedish metal, thrash metal, viking black metal, viking metal"
Bornlikemalik,10,131,
Mitchell Ayres & His Orchestra,72,1352,man's orchestra
Foo Fighters,78,12209202,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
Will Stetson,60,290993,otacore
Omar Courtz,81,470829,"trap boricua, trap latino, urbano latino"
Charney,0,11,
Katy Perry,86,35249477,pop
Nightclub,4,593,
Alain Pérez,38,25383,timba
Willie Nelson,72,2354438,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter"
Bidemi Olaoba,46,119650,yoruba worship
Jack White,61,1382061,"alternative rock, blues rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, punk blues, rock"
Chanté Moore,44,581923,"contemporary r&b, r&b, urban contemporary"
Khalid Taher,0,4,
Grace Hodgett Young,35,95,
Tom Kenny,4,426,
Sigur Rós,58,1364503,"chamber pop, compositional ambient, dream pop, ethereal wave, icelandic rock, indie rock, melancholia, nordic post-rock, post-rock"
YUNGBLUD,70,2461916,"british indie rock, modern rock, pov: indie, rock"
Leonardo Dicaprio,6,1283,
Soundgarden,69,4615825,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, rock"
Anastasia Company,40,128,
Peter Doherty,41,169262,"british alternative rock, solo wave"
Sabaton,73,2248311,"power metal, swedish metal, swedish power metal"
Eva Longoria,4,162,
SenSey',54,446652,r&b francais
Larry Clinton,27,2917,"big band, british dance band, dixieland, swing, vintage jazz"
Normani,70,2825837,"pop, r&b"
D'Angelo,61,1244340,"indie soul, neo soul, soul"
Minmini,51,82162,filmi
Katy Perry,86,35249477,pop
BLACKPINK,81,52087567,"k-pop, k-pop girl group, pop"
Rob Grant,46,48539,
Jane Birkin,49,175117,chanson
SIVAN,35,850,
Bobby Brown,58,1199506,"contemporary r&b, new jack swing, r&b, urban contemporary"
Edvard Grieg,64,545909,"classical, late romantic era, norwegian classical"
Honey Dijon,53,128070,garage house
j-hope,73,18130482,"k-pop, k-rap"
Timothée Chalamet,55,81186,
Matthew McConaughey,29,2061,
Big Stuff,5,890,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
James Galway,46,27253,classical flute
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
University of South Carolina Wind Ensemble,16,176,"concert band, wind symphony"
The Features,41,29952,
Dan Auerbach,57,364955,"garage rock, modern blues rock"
Floyd Nova,52,579,
Enma,53,43,
Shara Nelson,53,4171,
Fiona Apple,67,1611441,"art pop, chamber pop, dark pop, lilith, permanent wave, piano rock, singer-songwriter"
Lil Baby,87,19180629,"atl hip hop, atl trap, rap, trap"
Antichrist Siege Machine,25,15961,"black death, virginia metal, war metal"
The Collingsworth Family,44,61845,"family gospel, southern gospel"
"Dwayne ""Smitty"" Smith",5,420,deep smooth jazz
Young Thug,86,10896970,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, rap, trap"
Tony Soprano,7,189,
Kairo Keyz,61,103230,"london rap, uk melodic rap"
Kesha,82,8354154,"dance pop, pop"
Lee Jin Sung,31,316,
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Lauren Morrow,18,2038,
Norah Jones,76,3234093,"contemporary vocal jazz, jazz pop, neo mellow, vocal jazz"
Beth Orton,42,148007,"ectofolk, folktronica, lilith, new wave pop, singer-songwriter"
Ben Harper,61,1026617,"neo mellow, pastoral"
Taylor Girlz,46,222600,trap queen
sKitz Kraven,48,147650,country rap
John Squire,40,18529,
Ed Sheeran,90,117757199,"pop, singer-songwriter pop, uk pop"
Public Theatre,36,11193,
The Blessed Madonna,67,107226,"edm, uk dance"
DJ Playero,5,244,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Kevin Morby,51,301849,"chamber pop, indie rock, kc indie, modern folk rock"
Deryck Whibley,19,223,
Sammy Johnson,50,115836,jawaiian
Garrett Price,3,3,
Tina Turner,71,4353201,soft rock
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
Bad Boy Bill,24,18285,chicago house
Aerosmith,77,14901846,"album rock, classic rock, hard rock, rock"
Katy Perry,86,35249477,pop
Tyla,78,2237053,
Nick Cave & The Bad Seeds,67,1480015,"alternative rock, permanent wave, singer-songwriter"
Jessi,58,2538170,k-pop
Luminate,25,23525,"ccm, christian alternative rock, christian music"
Stone Temple Pilots,69,3658395,"alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, post-grunge, rock"
DripReport,51,113353,viral rap
Gary Wright,46,164637,"album rock, classic rock, soft rock, yacht rock"
Sethii Schmactt,45,954,
Tom G. Warrior,9,102,
Khalifa Kuzz,22,1,
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Albarn,0,18,
Melodicka Bros,39,52210,
Cat Burns,63,395691,uk pop
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Menco,0,4,
North Americans,42,14105,"american primitive, pastoral"
Ken Ashcorp,54,203789,otacore
Daddy Tusty,0,3,
Ozomatli,40,64677,"latin alternative, latinx alternative"
Mark Lanegan,51,269207,"acoustic rock, garage rock, palm desert scene"
Jack Bates,0,0,
Billy Gibbons And The BFG's,25,14390,
Boldy James,67,255221,"alternative hip hop, boom bap, drumless hip hop"
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Tina Turner's Kenny Moore,16,333,
Janice Owen,28,7,
Blueface,66,6808119,"cali rap, rap, trap"
CG5,65,1881382,"otacore, pixel, rhythm game"
Heidi Parton,14,124,
Cardi B,80,24770146,"pop, rap"
Graham Nash,45,236557,"country rock, folk, folk rock, singer-songwriter"
COLSON XL,7,1464,
Sean Kingston,73,3444954,"dance pop, miami hip hop, pop"
Daryl Hall & John Oates,77,2577569,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock"
The New Barden Bellas,37,6490,
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Judy Garland,61,269269,"adult standards, torch song, vocal jazz"
Ezra Furman,46,180741,"alternative pop, transpop"
Rakim Mayers,0,25,
Mark Morton,39,55967,modern hard rock
Uriel Gaxiola,65,9132,
Björn Ulvaeus,45,8276,classic swedish pop
Lil Nas X,76,12406241,lgbtq+ hip hop
Caroline Polachek,65,569088,"art pop, escape room, indie pop, indietronica"
Arlo Parks,59,629921,"alternative r&b, indie soul, uk contemporary r&b"
Jess Hitchcock,18,3191,
Joe Jonas,66,1759584,"pop, post-teen pop"
Chip Tha Ripper,48,50626,ohio hip hop
Venus Twins,14,2950,modern noise rock
ASMR Bakery,51,49402,asmr
Joe Rogan,37,159242,deep comedy
Crash Kings,29,18303,"modern alternative rock, piano rock"
Jimin,88,9669393,k-pop
Stone Sour,65,2959427,"alternative metal, nu metal, post-grunge"
Bernard Herrmann,52,78018,classic soundtrack
Dave Davidson,11,78,
Simon Larsen,4,35,
Mickey Avalon,44,89568,
Mike Myers,18,1563,
Judd Apatow,0,88,
Summer Walker,82,7130133,"r&b, rap"
Mark Zuckerberg,38,1184,
Shannon,46,92662,"freestyle, hi-nrg, minneapolis sound, post-disco"
Jewel,59,811270,"alaska indie, ectofolk, lilith, permanent wave, pop rock, singer-songwriter"
Bryant Myers,83,11855388,"reggaeton, reggaeton flow, trap latino, urbano latino"
Natasha Diggs,26,4251,
John Travolta,65,156344,hollywood
Aaron Sprinkle,21,5772,
Bon Jovi,80,14300043,"glam metal, rock"
Yoey the Fundraiser,7,1812,
Jason Aldean,74,6655236,"contemporary country, country, country road, modern country rock"
Natalie Imbruglia,67,1061764,"dance pop, europop, lilith, new wave pop, pop rock"
Nicky Jam,82,19240521,"latin hip hop, reggaeton, trap latino, urbano latino"
IDRIS,54,143551,uk tech house
Fergie,70,5862154,"dance pop, pop"
Ben Rappaport,13,28,
Los Mendívil,53,39566,"grupera, grupero romantico"
Zack De La Rocha,44,84486,"industrial hip hop, political hip hop"
Taylor Swift,100,127838324,pop
Disney,86,650668,movie tunes
Anthony Amenta of Life Loss,0,0,
LCD Soundsystem,62,1157156,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave"
Victoria Monét,68,1164466,"alternative r&b, r&b"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Kate Winslet,46,10181,
Harry Styles - Piano Covers,5,390,
Armin van Buuren,76,4448368,"dutch house, dutch trance, edm, pop dance, progressive house, trance"
Chloë Goodchild,29,8379,kirtan
ZAYN,79,23498544,"pop, uk pop"
Mötley Crüe,72,5429926,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
Depeche Mode,76,6738480,"dance rock, new romantic, new wave, permanent wave, rock, synthpop"
The Joe Perry Project,16,6424,
Volbeat,70,2589579,"danish metal, danish rock"
Steve Aoki,73,3792048,"edm, electro house, pop dance"
Nick Cave & The Bad Seeds,67,1480015,"alternative rock, permanent wave, singer-songwriter"
Kdot KeepClickin,33,6384,
Larkin Poe,48,258110,"modern blues, modern blues rock"
Madonna,81,8234718,"dance pop, pop"
Hayley Kiyoko,58,1657853,"alt z, indie poptimism, pop"
Outloud,24,5814,"greek metal, melodic hard rock"
Aerosmith,77,14901846,"album rock, classic rock, hard rock, rock"
Jeff Beck,56,790326,"album rock, blues, blues rock, british blues, classic rock, electric blues, hard rock, instrumental rock, jazz fusion, progressive rock"
R.White,30,2,
Diane Guerrero,59,13368,movie tunes
CHUNG HA,60,2200114,k-pop
Ed Graves,38,480,
Pharrell Williams,82,4937771,"dance pop, pop"
Bonnie Raitt,59,753335,"country rock, electric blues, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Gary Rossington,8,746,
Peter Gabriel,64,1814345,"album rock, art rock, classic rock, mellow gold, new romantic, new wave, permanent wave, progressive rock, rock, singer-songwriter, soft rock"
Ronald Reagan,9,3659,oratory
Morrissey,60,1162510,"madchester, new wave, permanent wave, solo wave"
Christina Aguilera,80,8642646,"dance pop, pop"
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
Wu-Tang Clan,68,3354421,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Missy Elliott,72,2572667,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop"
Alison Mosshart,43,20380,
Beyoncé,87,39171117,"pop, r&b"
Paramore,80,8959137,"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock"
Susan Tedeschi,53,200560,"blues, blues rock, country rock, electric blues, modern blues, southern rock"
Janet Jackson,66,3987439,"dance pop, r&b, urban contemporary"
Alma Meris,59,868,
Gordon Lightfoot,63,944388,"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Sean O'Hagan,10,2865,chamber pop
Jaime Pierce,36,132,
Zach Bryan,90,5675448,classic oklahoma country
Chaz Wilson,25,3,
Josh Freese,4,2442,rock drums
Mommy Son,30,12571,k-rap
Sabrina Carpenter,94,16168228,pop
Daryl Hall & John Oates,77,2577569,"album rock, classic rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock"
After Vinyls,0,14,
Metro Boomin,90,9869311,rap
George Strait,75,4630995,"contemporary country, country, country road"
Lil Nas X,76,12406241,lgbtq+ hip hop
Jeff Ross,8,268,
Chlöe Howl,21,38631,metropopolis
Virgil Abloh,29,20142,modern jungle
DONALD TRUMP,37,1625,
Benjamin Gibbard,44,70432,
Sara Bareilles,66,1958245,"acoustic pop, lilith, neo mellow, pop rock, post-teen pop"
Preemo,5,38,
Roy Jones Jr.,60,86845,
Lady Gaga,92,33270038,"art pop, dance pop, pop"
03 Greedo,63,503562,"cali rap, melodic rap"
Khaled,61,1602530,"classic arab pop, moroccan pop, rai"
Phil Collins,78,6340015,"rock drums, soft rock"
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Gary Barlow,47,371483,talent show
A Perfect Circle,63,1932689,"alternative metal, alternative rock, nu metal, rock, supergroup"
Stand Together Junior,10,23,
Taylor Swift,100,127838324,pop
Nathaniel Rateliff & The Night Sweats,62,663588,"indie folk, modern blues rock, new americana, stomp and holler"
Rainbow Kitten Surprise,72,1217886,pov: indie
Joni Mitchell,64,1527331,"canadian singer-songwriter, folk, folk rock, singer-songwriter"
Taylor Swift,100,127838324,pop
Feid,92,15144174,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Dee Mula,48,144140,"memphis hip hop, tennessee hip hop"
Tove Lo,75,3642379,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
Jeremy Cullen,32,604,
Syleena Johnson,67,335293,"contemporary r&b, neo soul, r&b, urban contemporary"
Conan Gray,81,10659186,"bedroom pop, pop, pov: indie"
Theo Juarez,45,877,
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Deante' Hitchcock,41,113181,"atl hip hop, underground hip hop"
JasonMartin,59,272031,"cali rap, hyphy"
Leakionn,46,4458,
Gentleman,56,481563,"cologne hip hop, german hip hop, german reggae, reggae fusion"
Bachman-Turner Overdrive,59,1047890,"album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock"
"02 Summer (Concerto # 2 In G Minor, Rv 315)_ Allegr0 Non Molto Allegro.wav",0,32,
Taylor Swift,100,127838324,pop
Jack Black,53,226086,"comedy rock, comic"
Magnum,40,72135,hard rock
RSVP Voices,21,131,
"Charlotte Margiono, Nikolaus Harnoncourt & Royal Concertgebouw Orchestra",0,2,
George Harrison,70,2802344,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock"
Dream Supplier,82,7517,
GEL,44,72426,"chain punk, modern hardcore, new jersey hardcore"
Linda Ronstadt,62,998869,"country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock"
Bootsy Collins,68,410542,"funk, p funk, soul"
Weyes Blood,59,497807,"art pop, chamber pop, dream pop, experimental folk, experimental pop, indie pop"
Kacey Musgraves,78,1512687,"classic texas country, contemporary country, country dawn"
Bites,0,201,
Florence Welch,60,44024,uk pop
Zane Lowe,24,3658,
Zouk Love,24,13996,
Track Circuit,24,126,asmr
Monster Tarver,26,3317,
Jamie Foxx,70,1265933,"contemporary r&b, hip pop, pop rap, r&b, southern hip hop, trap, urban contemporary"
The Whatnauts,36,29378,classic soul
Growing Pains,25,5487,"5th wave emo, cascadia shoegaze, eugene indie"
John Stamos,21,6433,
Benjamin Gibbard,44,70432,
Queen Elizabeth's Abortions,0,3,
Rachel Chinouriri,61,229310,"indie pop, uk pop"
Soft Cell,66,732438,"new romantic, new wave, new wave pop, synthpop"
FLO,69,424095,
David Sanborn,44,172414,"jazz funk, jazz saxophone, smooth jazz, smooth saxophone"
Justin Stone,47,111317,"deep underground hip hop, indie pop rap"
David Grisman,44,63722,"bluegrass, instrumental bluegrass, jam band, jamgrass, jazz violin, mandolin, progressive bluegrass"
ian,72,374466,
Aqua Raps,46,66177,
Leslie Odom Jr.,73,291610,"broadway, show tunes, vocal jazz"
The Weeknd,96,95971547,"canadian contemporary r&b, canadian pop, pop"
benny blanco,79,1260909,pop
Zara Larsson,77,10613312,"pop, scandipop, swedish electropop, swedish pop"
Linda Ronstadt,62,998869,"country rock, folk, folk rock, heartland rock, mellow gold, singer-songwriter, soft rock"
Mike Stoller,23,359,
Vacation Manor,48,102996,hopebeat
Simon Boswell,24,2064,british soundtrack
Jelly Roll,82,4693355,"country rap, modern country pop, nashville hip hop, tennessee hip hop"
Depeche Mode,76,6738480,"dance rock, new romantic, new wave, permanent wave, rock, synthpop"
Tito Jackson,23,15709,
Lewis Capaldi,81,13041511,"pop, uk pop"
Thomas Longmate,10,0,
Michelle Visage,24,3636,
The Keyboardist,0,14,
Matt Laug,0,19,
Leon Bridges,75,1765904,"indie folk, modern blues, neo mellow, neo soul, soul"
Tony Hawk,9,187,
Ellie Goulding,81,12721397,"indietronica, metropopolis, pop, uk pop"
Kim Kardashian,20,97399,
Mickey Mouse,57,58731,"cartoon, children's music, movie tunes"
Peter Frampton,56,1301877,"album rock, british blues, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock, southern rock"
Jim Seals,0,7,
Jail Time,6,1074,
Jack Antonoff,23,35939,
Tornillo,68,1542637,mexican hip hop
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
The Covey Band,50,4436,
Banditdamack,48,17827,
Yeezy EBK,21,7,
Michael Bublé,88,6513878,"adult standards, canadian pop, jazz pop, lounge"
Jam Master Jay,7,944,
Emcee Rapper,34,210,
Pete Townshend,47,388233,"album rock, art rock, blues rock, classic rock, country rock, folk rock, mellow gold, singer-songwriter"
Multiplex,17,725,
Eladio Carrion,81,8059495,"trap boricua, trap latino, trap triste, urbano latino"
Riley All Stars,18,81,
Funk Wav,66,14815,funktronica
Chappell Roan,88,4224927,indie pop
Roxanne Shante,21,106750,"alternative r&b, old school hip hop, queens hip hop"
Next,56,1215800,"boy band, contemporary r&b, minneapolis sound, new jack swing, r&b, urban contemporary"
Matthew McConaughey,29,2061,
Todd Barry,32,18188,"comedy, deep comedy"
Paul Stanley,37,146427,glam metal
Jimmy Clifton,49,98562,christian indie folk
Winston Eugene,29,26,
Continuum,4,2713,"technical brutal death metal, technical death metal"
George Harrison,70,2802344,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock"
Diane Warren,38,14892,
Blake Roman,64,108592,
Dusty Ray,0,58,
David Gilmour,62,1961319,"album rock, art rock, classic rock, progressive rock, symphonic rock"
John Lennon,76,6264831,"classic rock, rock"
Monét,3,99,
Lenny Kravitz,74,3408250,"permanent wave, rock"
Steven Universe,69,1078533,pov: indie
CG5,65,1881382,"otacore, pixel, rhythm game"
Sheryl Crow,67,1234219,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter"
Joni Mitchell,64,1527331,"canadian singer-songwriter, folk, folk rock, singer-songwriter"
