artist,popularity,followers,genres
Adele,87,60800041,"british soul, pop, pop soul, uk pop"
Arthur Russell,46,139518,"art pop, cello, experimental, fourth world, minimalism, modern cello, no wave"
The Worship Vocalist,22,1960,vocal resources
Irving Berlin,45,32229,tin pan alley
Mother's Daughter,49,11326,acoustic chill
Emmy Russell,28,24963,
Self,2,19,
Mac DeMarco,82,6788987,"edmonton indie, lo-fi indie, pov: indie, slacker rock"
Big Syke,63,70771,"g funk, west coast rap"
Don Magic Juan,15,45,
Rauw Alejandro,94,24888261,"puerto rican pop, reggaeton, trap latino, urbano latino"
Gaye Su Akyol,49,191099,"turkish alternative, turkish jazz, turkish rock"
Kate Bush,72,2231094,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter"
Gary Romeo,28,1,
Liz Phair,48,189165,"alternative pop, alternative rock, candy pop, ectofolk, lilith, new wave pop, permanent wave, singer-songwriter"
Belinda Carlisle,63,897945,"new romantic, new wave pop, soft rock"
Philip H. Anselmo,14,10901,
Pearl Jam,77,9215092,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock"
David Guetta,90,26539395,"big room, dance pop, edm, pop, pop dance"
Victoria Monét,68,1164466,"alternative r&b, r&b"
Mötley Crüe,72,5429926,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
SHAQIRA,27,33,
Stray Kids,86,17577595,"k-pop, k-pop boy group, pop"
Earl Sweatshirt,71,2310411,"alternative hip hop, drumless hip hop, experimental hip hop, hip hop, rap, underground hip hop"
Cedric Bixler-Zavala,11,1458,
Katastro,48,60528,reggae rock
Sabrina Petrini,8,105,
Sonny Bono,12,1390,brill building pop
Jeezy,72,2457363,"atl hip hop, crunk, dirty south rap, gangster rap, old school atlanta hip hop, rap, southern hip hop, trap"
jxdn,61,1013068,"pop punk, social media pop"
Netflix Jr.,27,9882,
Maggie Rogers,71,1183776,indie pop
Bonnie McKee,43,74694,candy pop
Norah Jones,76,3234093,"contemporary vocal jazz, jazz pop, neo mellow, vocal jazz"
WATT,58,23262,modern alternative rock
Led Zeppelin,77,14930288,"album rock, classic rock, hard rock, rock"
"From: The Adventures Of Patricia, Queen Of The Desert",0,1,
Snowdrift Sleighs,54,498,
Key After Key,45,4480,
Farruko,84,16200782,"reggaeton, trap latino, urbano latino"
Harry Styles - Piano Covers,5,390,
Sammy Rae & The Friends,56,212394,nyc pop
Billy Morrison,36,8188,
Mark Sheehan,25,98,
C AllStar,45,117562,cantopop
Pantera,72,5423301,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal"
Patrick Carney,38,7542,
Joni Mitchell,64,1527331,"canadian singer-songwriter, folk, folk rock, singer-songwriter"
Partner,16,9265,new brunswick indie
Jason Aldean,74,6655236,"contemporary country, country, country road, modern country rock"
Angelo Bissanti,20,2286,metal cover
This Will Bring You Luck,46,834,
ATLiens,51,111728,"brostep, dubstep"
Folie a Deux,4,267,
Jan Roberts,54,45974,
Sweet,57,481826,"album rock, glam rock, hard rock"
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
Madonna,81,8234718,"dance pop, pop"
LCD Soundsystem,62,1157156,"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave"
Zach Gordon,27,12109,
Toosii,67,1995635,north carolina hip hop
Clint Black,59,1091036,"contemporary country, country, country road"
Drippied Way,1,26,
Thornton,0,162,
Jimmy Fallon,57,74954,
Crooked Colours,52,166081,vapor soul
MacKenzie Porter,57,70345,"alberta country, canadian contemporary country, canadian country, contemporary country, country pop"
PinkPantheress,78,3776866,bedroom pop
Phillip Phillips,62,1127888,"folk-pop, neo mellow, pop rock"
Gary P. Nunn,36,29407,"classic oklahoma country, classic texas country, outlaw country"
Russell Dickerson,61,517014,"contemporary country, country, country road, modern country rock"
Al Green,67,2077594,"classic soul, funk, memphis soul, quiet storm, soul, soul blues, southern soul"
Katy Perry,86,35249477,pop
Taylor Swift,100,127838324,pop
Stephen Sondheim,52,85360,broadway
Elvis Costello,56,580138,"new wave, new wave pop, permanent wave, power pop, singer-songwriter"
Quincy Jones,62,399134,soul jazz
CLIP,40,35323,
Graveyard Lovers,10,1654,
Cardi B,80,24770146,"pop, rap"
Marianne Faithfull,53,207913,"british invasion, folk, singer-songwriter"
Mickey Guyton,49,98120,"black americana, contemporary country, country pop"
Katelyn Tarver,46,135185,alt z
Lorde,78,10106142,"art pop, metropopolis, nz pop, pop"
Coi Leray,72,850777,"new jersey underground rap, trap queen"
Michael Bublé,88,6513878,"adult standards, canadian pop, jazz pop, lounge"
Marta Kauffman,8,36,
Riley Keough,4,858,
Rob Zombie,70,3223150,"alternative metal, hard rock, industrial metal, industrial rock, nu metal, post-grunge, rock"
Spiritual Flower,57,1719,calming instrumental
Nelly,76,3160757,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary"
Diana Ross,66,1959466,"adult standards, disco, motown, quiet storm, soft rock, soul"
Sweet Children,24,1075,korean instrumental
Mark Knopfler,64,1652508,soft rock
The Fox Hunt,20,4577,modern old-time
Tiësto,84,7609383,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance"
Damn Yankees,48,556794,"album rock, glam metal, hard rock"
Prince Paul,37,29126,east coast hip hop
Bruce Springsteen,80,6700348,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Trial Gang,0,4,
Lana Jax,48,537,instrumental lullaby
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
지민아,3,29,
Harry Styles,85,33224687,pop
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
Freedy Johnston,29,9639,"jangle pop, power pop"
Simonon,0,33,
Céline Dion,79,9160193,canadian pop
Marcus Mumford,47,96814,british singer-songwriter
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
DJ Solo 44,38,4496,
Jason Isbell and the 400 Unit,56,261206,"alternative country, folk, new americana, roots rock"
Efe Sayin,37,506,
Tom Morello,72,204771,modern alternative rock
Sue Pizza,5,3,
Proof,36,165851,detroit hip hop
Sparks The Rescue,29,30687,"neon pop punk, pop emo"
Francia,4,359,
Jung Kook,87,16630239,k-pop
Justice Amy Coney Barrett,0,0,
Taylor Swift,100,127838324,pop
Olivia Rodrigo,88,41986790,pop
Gustave Galsworthy,31,13,
Live,13,47,
The Astronomers,48,32057,
Deeper Well,32,3632,christian lo-fi
A$AP Mob,59,2169492,"hip hop, rap, southern hip hop, trap"
Sarah Silverman,31,25149,"comedienne, comic"
Mariah Carey,86,10743864,"dance pop, pop, urban contemporary"
KingTalkzin,42,3110,
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Paul Simon,69,2402262,"classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock"
Bugzie,0,0,
Mopreme Shakur,14,1851,
Andy Stone,40,301,coverchill
Amy Grant,64,248319,christian music
Bono,53,61283,
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Tours Orville,28,10,
Roberto Alagna/Leontina Vaduva/Thomas Hampson/Simon Keenlyside/Samuel Ramey/Ruth Ann Swenson/Enrico Fissore/Philip Sheffield/Jeffrey Carl/Paul Parfitt/Juliet Oppenheimer/Kathryn Turpin/Daniel Hoadley/Richard Fallas/London Voices/Philharmoni,0,0,
Fernando Lébeis,0,2,
Steve Lacy,83,5414575,afrofuturism
Saweetie,71,2404485,"cali rap, trap queen"
Sheila E.,41,366095,"disco, freestyle, funk, minneapolis sound, new jack swing, quiet storm, rock drums, urban contemporary"
10kdunkin,37,24301,"dream plugg, plugg, pluggnb"
Taylor Swift,100,127838324,pop
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Cheap Trick,61,1541313,"album rock, beatlesque, classic rock, glam metal, glam rock, hard rock, mellow gold, power pop, rock, singer-songwriter, soft rock"
Sting,74,3521945,"permanent wave, soft rock, sophisti-pop"
Eslabon Armado,79,5936701,"corrido, corridos tumbados, sad sierreno, sierreno"
Carlos Vives,75,6371318,"colombian pop, latin pop, vallenato"
Suki Waterhouse,72,922328,indie pop
Lionel Messi,19,18882,
Clairo,82,5546675,"bedroom pop, indie pop, pov: indie"
Nilüfer Yanya,57,208689,"art pop, experimental pop, uk alternative pop"
Willie Nelson,72,2354438,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter"
"Mike Kellie with Tony Kelsey, Rob Harrison & Steve Gibbons",0,0,
Gladys Knight,55,289584,"disco, motown, quiet storm, soul"
Wade Wild,27,0,
Colter Wall,72,1434568,"canadian americana, canadian contemporary country, outlaw country, saskatchewan indie"
Hidden Dragon drunken Tiger,0,1,
Olivia Nelson,34,19712,uk contemporary r&b
Mark Hoppus,43,13082,
Noah Kahan,86,3655872,"pov: indie, singer-songwriter pop"
Paul Beard,44,10,
Rodney Atkins,66,1930509,"contemporary country, country, country road"
Krashkarma,29,11679,
Nicole Scherzinger,64,2409782,"dance pop, pop, post-teen pop"
YELLOW MAGIC ORCHESTRA,47,349674,"classic j-rock, electro, proto-techno, synthesizer, techno kayo, zolo"
Greta Van Fleet,66,2657413,"modern blues rock, modern hard rock, rock"
BRELAND,58,121908,black americana
Taylor Swift,100,127838324,pop
Rayy Raymond,27,27140,"kompa, kompa gouyad"
Shout Out Louds,35,60212,"swedish alternative rock, swedish indie rock"
Morgan Wallen,90,11306518,contemporary country
Debra Byrd,1,47,
Tayler Holder,51,151666,social media pop
Evan Rachel Wood,59,36320,"hollywood, movie tunes"
ChewieCatt,48,118915,pixel
Rachael Sinnott,24,0,
Tove Lo,75,3642379,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
Lil Tjay,80,9270874,"brooklyn drill, melodic rap, nyc rap, rap"
Eddie Vedder,63,1638523,"acoustic rock, grunge, permanent wave"
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
CKY,51,259598,nu metal
Jimin Joseph,4,45,
Tom Verlaine,23,21201,art punk
J. Cole,87,25202868,"conscious hip hop, hip hop, north carolina hip hop, rap"
Ernesto Losa,65,11131,cubaton
Naomi Scott,65,366548,"movie tunes, post-teen pop, vapor pop"
Olivia Rodrigo,88,41986790,pop
Damon Albarn,49,389738,"downtempo, solo wave"
Broken Bells,56,612934,"chamber pop, indie rock, indietronica, la indie, modern rock"
Mama Estoy Brillando*,33,3949,
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Rap Fada,27,1561,
Carol Burnett,30,15626,"hollywood, vintage broadway"
Lorna Shore,61,736148,"blackened deathcore, melodic metalcore, symphonic deathcore"
FISHER,78,1037047,"australian house, house"
Alexander O'Neal,51,380695,"contemporary r&b, funk, minneapolis sound, post-disco, quiet storm, soul, urban contemporary"
Affleck Sun,4,16,
Sunshine Anderson,46,180257,"contemporary r&b, hip pop, r&b"
Super Guitar Bros,57,38646,vgm instrumental
Booker Forte',17,77,
Jimmy Buffett,68,1181304,trop rock
Discoholic,30,7773,future funk
Disney,86,650668,movie tunes
David Bowie,78,10960618,"art rock, classic rock, glam rock, permanent wave, rock"
Motorbreath,0,61,
Kyle Exum,46,212303,"meme, social media pop"
Queen Elizabeth GH,0,4,
Amy Schumer,27,51465,comedienne
Diana Ross,66,1959466,"adult standards, disco, motown, quiet storm, soft rock, soul"
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Beckham Music,9,36,
Olivia Rodrigo,88,41986790,pop
Teyana Taylor,61,1956042,"alternative r&b, hip pop, r&b, urban contemporary"
Brady,22,5878,south african underground rap
Adele,87,60800041,"british soul, pop, pop soul, uk pop"
Chris Stapleton,83,7815418,"contemporary country, outlaw country"
Mad Men,18,12103,"kazakh pop, q-pop"
Danger Mouse,65,250003,"alternative hip hop, mashup"
Rosanne Cash,49,183571,"classic country pop, country rock, folk, lilith, singer-songwriter"
Dody6,73,13669,westcoast flow
Talkative,0,25,
Kesha,82,8354154,"dance pop, pop"
Omotayo,21,1291,
Prostitution,12,236,
Cameron Calloway,11,632,
DISCOMPO with 泉茉里,0,89,
Rebecka Aether,41,399,sleep
Finally George,29,3201,"crossover prog, deep progressive rock, neo-progressive"
Kesha,82,8354154,"dance pop, pop"
Travis Scott,94,35213935,"rap, slap house"
V,85,19239233,"j-division, korean ost"
Toure,36,12461,philly rap
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Scab Hag,12,2706,
Marianne Faithfull,53,207913,"british invasion, folk, singer-songwriter"
Megan Thee Stallion,83,9998972,"houston rap, pop, rap, trap queen"
Pusha T,73,2974589,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop"
Mikkey Dee,12,437,
Tink,61,1244844,"chicago rap, drill, trap queen"
Pete Seeger,44,180375,"american folk revival, banjo, folk, old-time, singer-songwriter, traditional folk"
Braxton Keith,60,69445,texas country
Cher,73,3521726,"dance pop, pop"
"Tyler, The Creator",94,18305464,"hip hop, rap"
Madonna,81,8234718,"dance pop, pop"
Improline,39,624,
Robbie Robertson,44,66292,"canadian singer-songwriter, classic canadian rock"
unreleased songs,0,9,
Tove Lo,75,3642379,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop"
Smell Changeable,5,11,
Saleka,49,45303,
Weedkiller,0,10,
Andy Williams,79,557314,"adult standards, easy listening"
Eric Rigler,31,764,uilleann pipes
Paul Giamatti,15,106,
Brandin Reed,27,4504,"christian indie, christian pop"
Kurt Cobain,54,980224,"acoustic rock, grunge"
Season Finale,0,5,
Stacey Q,46,69366,"freestyle, hi-nrg"
Olivia Rodrigo,88,41986790,pop
Pete Davidson,35,8912,deep comedy
Terry Lewis,19,778,
Mitski,84,9494714,"brooklyn indie, pov: indie"
Teyana Taylor,61,1956042,"alternative r&b, hip pop, r&b, urban contemporary"
Kelis,64,642505,"dance pop, hip pop, neo soul, urban contemporary"
Ryan Castro,82,3336479,"reggaeton, trap colombiano, trap latino, urbano latino"
Garth Brooks,54,1312208,classic oklahoma country
Lil Baby,87,19180629,"atl hip hop, atl trap, rap, trap"
Julia Miller-Lissner,15,367,
Lisa Marie Presley,34,36665,
Lars Ulrich,18,6630,
Kevin Pedaza,37,461,
Mommy Long Legs,51,148147,riot grrrl
Lucy Dacus,69,531972,"art pop, indie pop"
Mark Ronson,78,1154449,pop soul
Tame Impala,81,8377973,"australian psych, modern rock, neo-psychedelic, rock"
Peter Doherty,41,169262,"british alternative rock, solo wave"
Jazz Music For Revising,15,91,
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
Sabrina Durante,14,1064,
Method Man,68,2244474,"east coast hip hop, hardcore hip hop, hip hop"
Peter Dinklage,60,1530,
Teigen,0,26,
acclusly,42,122,
Ryan Fischer,0,139,
Joji,80,9955578,viral pop
Arrived,15,5171,
Taylor Swift,100,127838324,pop
Dinah Jane,41,426070,post-teen pop
Taylor Swift,100,127838324,pop
Comhaltas Concert Tour 2003,0,30,
Def Leppard,71,5226611,"album rock, classic rock, glam metal, hard rock, nwobhm, rock"
Cellophane Blue,19,7,
Kate Hudson,52,38489,hollywood
Brian Fennell,19,551,
Taylor Swift,100,127838324,pop
Jung Kook,87,16630239,k-pop
Homme,9,5951,
Dov Davidoff,17,4717,"deep comedy, new comedy"
Arturo Sandoval,45,94939,"jazz cubano, jazz trumpet, latin jazz"
Vybz Kartel,68,1620357,"dancehall, jamaican dancehall, reggae fusion"
Bonnie Raitt,59,753335,"country rock, electric blues, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Zusha,44,51283,jewish pop
Sabrina Carpenter,94,16168228,pop
Proof Nation,42,5113,ukrainian phonk
Paul Clarkson,31,380,
Mike Viola,26,6265,"modern power pop, underground power pop"
Joshua David Harris,59,89086,"christmas instrumental, christmas product, instrumental worship"
MathematicPony,37,7774,otacore
Aaron Dessner,37,12211,
Reneé Rapp,69,987236,alt z
Keith Richards,45,346172,"blues, blues rock, british blues, electric blues"
Cool IT Down Productions,0,4,
Heidi Klum,35,12691,
Carey Washington,47,1261,
Maroon 5,87,43455229,pop
Sisters of Mercy,57,592990,"corrosion, gothic rock, industrial rock"
Mark Morton,39,55967,modern hard rock
LISA,82,9932744,k-pop
The Green Room,9,341,
MUNA,58,411939,"alt z, indie pop, indie poptimism, la pop, metropopolis"
Idolrenaissance,14,7950,j-pop girl group
Kamala Harris,8,398,
Motown,17,12567,
Cassie Ramone,16,2459,
Taylor Swift,100,127838324,pop
Josh Groban,66,971816,operatic pop
SIVAN,35,850,
JoJo,64,2401672,"dance pop, pop, post-teen pop"
JoJo Siwa,47,93204,
VICTIMBLAMED,25,4686,
Jessica Simpson,51,1301554,"dance pop, post-teen pop"
Karol G,9,57,
Dominant,31,4478,
Mick Jagger,53,741696,"classic rock, dance rock"
Taylor Swift,100,127838324,pop
Chloe Bailey,9,1135,
Conan Gray,81,10659186,"bedroom pop, pop, pov: indie"
Sabrina Carpenter,94,16168228,pop
Cameron Whitcomb,66,182544,
Sam Asari,11,406,
Clive Davis,20,2474,
Morgan Wallen,90,11306518,contemporary country
Lee-know,0,3409,
Mike WiLL Made-It,69,1610955,"atl hip hop, rap, southern hip hop, trap"
Tim Burton,4,527,
Travis Barker,68,474242,rap rock
Quincy Jones,62,399134,soul jazz
Taylor Swift,100,127838324,pop
Bad Bunny,96,87698874,"reggaeton, trap latino, urbano latino"
The Voidz,56,287378,modern alternative rock
Kelly Rowland,70,3529530,"atl hip hop, dance pop, hip pop, r&b, urban contemporary"
JoJo,64,2401672,"dance pop, pop, post-teen pop"
Wolfhard,0,149,
Zulu,38,64964,"black punk, california hardcore, la hardcore, modern hardcore"
YUNGBLUD,70,2461916,"british indie rock, modern rock, pov: indie, rock"
Stuart Murdoch,30,876,scottish indie
Lynyrd Skynyrd,73,5405780,"album rock, classic rock, hard rock, rock, southern rock"
GloRilla,83,1471301,southern hip hop
Yellow Brick Road,0,288,vegas indie
Rob Moose,36,3414,bow pop
Ike Turner,25,15366,"rock-and-roll, soul blues"
Jennie Reigen,46,238,
Kristen Wiig,24,989,
Taylor Acorn,57,204989,singer-songwriter pop
Sufjan Stevens,73,2129736,"art pop, baroque pop, chamber pop, indie pop, indie rock, singer-songwriter"
Franco De Vita,70,5688952,"latin arena pop, latin pop"
Miami Union Academy Concert Choir,0,2,
Mick Jagger,53,741696,"classic rock, dance rock"
The Smiths,80,6664738,"madchester, new wave, permanent wave, rock, uk post-punk"
Michael Jackson,85,33747035,"r&b, soul"
Zedd,76,6000486,"complextro, edm, german techno, pop, pop dance"
KT Tunstall,63,439184,"ectofolk, lilith, neo mellow, pop rock, scottish singer-songwriter"
Justin Timberlake,83,14810454,"dance pop, pop"
Shiloh & Bros,42,116956,
Linkin Park,93,27952596,"alternative metal, nu metal, post-grunge, rap metal, rock"
Kim Deal,51,32618,
Mick Lauer,47,580,
Smokey Robinson,55,1303892,"classic soul, disco, funk, motown, quiet storm, soul"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Peggy Scott-Adams,34,47019,"southern soul, southern soul blues"
Dascha Polanco,46,384,
Muscadine Bloodline,66,317306,modern country pop
Charlie Puth,81,23681287,"pop, viral pop"
Billy Joel,79,6483811,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Dirty Deeds Done Dirt Cheap,2,353,
Anna Margaret,42,103836,
Amy Allen,33,15555,gen z singer-songwriter
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Benjamin Booker,35,99936,"modern blues, modern blues rock"
Corin Tucker Band,4,1626,
Kari Jobe,62,1256730,"ccm, christian alternative rock, christian music, worship"
Patti Scialfa,29,14738,
Stephen Schwartz,74,26950,"broadway, show tunes"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Steve Jones Swiff,26,217,
Eric Carmen,65,394896,"new wave pop, soft rock, yacht rock"
Cardi B,80,24770146,"pop, rap"
Donny Hathaway,66,609183,"chicago soul, classic soul, funk, neo soul, quiet storm, soul, southern soul"
Bizarrap,82,17068400,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino"
Sloppy Jane,43,37293,art punk
Foster The People,74,3888813,"indietronica, modern alternative rock, modern rock, rock"
Producer 9-0,35,8822,
Waxahatchee,57,236030,"alabama indie, bubblegrunge, chamber pop, countrygaze, indie pop, indie rock"
Def Leppard,71,5226611,"album rock, classic rock, glam metal, hard rock, nwobhm, rock"
Chappell Roan,88,4224927,indie pop
New Concert Orchestra,21,464,
Christopher Owens,36,16483,bay area indie
Carrie Underwood,73,6022888,"classic oklahoma country, contemporary country, country, country dawn, dance pop, pop"
MOLIY,61,26552,ghanaian alternative
Simon Le Bon,30,3529,
OVI WOOD,45,23804,
Carey Washington,47,1261,
Trent Reznor,35,151387,industrial rock
Chino Pacas,83,3051071,corrido
The Porter's Gate,47,44352,roots worship
Misa Hiro,48,81,
Kacey Musgraves,78,1512687,"classic texas country, contemporary country, country dawn"
Lil Wayne,88,15793200,"hip hop, new orleans rap, pop rap, rap, trap"
Four Tet,64,758813,"electronica, folktronica, indietronica, intelligent dance music, trip hop"
Olivia Rodrigo,88,41986790,pop
Ivan Neville,25,2993,
Joey Kidney,32,31428,
Lil Durk,82,8311401,"chicago drill, chicago rap, drill, hip hop, pop rap, rap, trap"
Foo Fighters,78,12209202,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
Fridayy,68,284341,
Wiz Khalifa,83,11526101,"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap"
Kristina Menissov,22,41,
Jason Isbell and the 400 Unit,56,261206,"alternative country, folk, new americana, roots rock"
Jill Scott,59,1801501,"hip pop, neo soul, quiet storm, r&b, urban contemporary"
Olivia Rodrigo,88,41986790,pop
Normani,70,2825837,"pop, r&b"
Ryan Castro,82,3336479,"reggaeton, trap colombiano, trap latino, urbano latino"
Babes In Toyland ,40,166984,"grunge, minneapolis punk, riot grrrl"
Tory Lanez,82,7226705,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap"
Gavin Adcock,70,241208,modern country pop
tylerhateslife,48,57945,
"Darling, Don't Worry About Me",0,3,
Shinedown,72,4233293,"alternative metal, nu metal, post-grunge"
Amy Knoles,2,40,
My Brightest Diamond,33,53390,etherpop
Marissa Bode,66,75,
Lisa Marie Perkins,27,193,
Charlie Puth,81,23681287,"pop, viral pop"
Jelly Roll,82,4693355,"country rap, modern country pop, nashville hip hop, tennessee hip hop"
Anthony Martinez,19,125,salsa urbana
Jason Segel,43,9413,hollywood
DaBoii,54,229138,cali rap
Doechii,77,815888,alternative r&b
27 The Ultimate Tribute Concert,0,0,
Four Tops,65,1168775,"classic soul, disco, motown, quiet storm, soul"
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Will Smith,68,1020671,"hip hop, pop rap"
Taylor Swift,100,127838324,pop
James Brown,64,2215079,"funk, soul, vocal jazz"
The Foundations,63,119160,bubblegum pop
Vin Diesel,38,19959,
Tour Eifel,7,89,
Bronco,75,3950329,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera"
Buildings and Food,8,228,
Mdou Moctar,39,143311,"desert blues, musique nigerienne, tuareg guitar"
Kim Petras,75,1140950,"alt z, dance pop, pop, transpop"
Beach Bunny,70,1617352,"bubblegrunge, chicago indie, indie pop, pov: indie"
Cardi B,80,24770146,"pop, rap"
Bonobo,64,1421707,"downtempo, electronica, indietronica, instrumental hip hop, jazztronica, nu jazz, trip hop"
Terry Hall,32,23987,"new wave pop, solo wave"
Palm Trees,36,7022,"deep tropical house, dutch pop"
Sedan Delivery,0,12,
Veiny Hands,0,289,
Zoë Kravitz,31,11635,
Al Yankovich,13,95,
Junior Mance,51,11920,"hard bop, stride"
Baffled,4,151,speed garage
Auli'i Cravalho,71,189211,movie tunes
Taylor Swift,100,127838324,pop
Frank Farian,29,5487,classic schlager
Natalia Kills,49,354356,"candy pop, dark pop, electropop"
Jeremy Irons,46,5918,movie tunes
Harry Styles - Piano Covers,5,390,
litmus*,19,3192,j-core
jxdn,61,1013068,"pop punk, social media pop"
Leslie Jordan,54,5524,"christian indie folk, roots worship"
Maya Fennec,40,4331,
Will Sergeant,0,78,
INSTASAMKA,58,2288874,"russian hip hop, zhenskiy rep"
Don't Stop Believing,7,1697,fake
Alexander Stewart,65,1082979,singer-songwriter pop
Beck,67,1613733,"alternative rock, anti-folk, permanent wave, rock, slacker rock"
Brokencyde,46,129365,"crunk, electropowerpop"
John Flansburgh,0,214,
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Pusha T,73,2974589,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop"
Katie Pruitt,41,57042,nashville americana
Olivia Rodrigo,88,41986790,pop
Harry Simeone Chorale,52,5337,
Anouk Aiata,25,2635,
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Omar Rodriguez Music,56,12894,
Jake Shears,39,29178,
bôa,71,971458,pov: indie
Bungle,27,8105,"brazilian dnb, liquid funk"
Chris Standring,48,38738,smooth jazz
Fontaines D.C.,73,720583,"crank wave, irish indie rock, irish post-punk"
Ziggy Marley,56,1249018,"reggae, roots reggae"
Lobby Boyz,21,5927,
Aaron Hall,49,539730,"contemporary r&b, new jack swing, r&b"
The Rockin' CJB,34,383,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Suspens,13,508,
Alex Kapranos,32,4281,scottish indie rock
Fuerza Regida,91,12875331,"corrido, corridos tumbados, sad sierreno, sierreno"
Drummer Timo,0,13,
Bruce Sudano,24,826,
Leona Hubbard,28,0,
Mandy Moore,65,766696,"dance pop, hollywood, neo mellow, post-teen pop"
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Jane Hansom,12,19,
"David Huntsinger, Michael W Smith",17,38,
Stray Kids,86,17577595,"k-pop, k-pop boy group, pop"
Cardi B,80,24770146,"pop, rap"
WORLDWIDE CHAOS,3,157,
Stray Kids,86,17577595,"k-pop, k-pop boy group, pop"
Zizi Jeanmaire,24,2065,
Nolan North,44,5256,children's story
Kix,45,300040,glam metal
Austin Butler,40,58147,
Greg Norton,14,683,
Presley Haile,21,3203,
Fireboy DML,73,3440765,"afrobeats, nigerian pop"
Queen Millz,33,4115,
Nancy Sinatra,68,507527,"lounge, sunshine pop"
Jack White,61,1382061,"alternative rock, blues rock, garage rock, garage rock revival, indie rock, modern blues rock, modern rock, punk blues, rock"
Travis Scott,94,35213935,"rap, slap house"
Daughters of Triton,30,265,
Brandon Lake,74,893160,"ccm, worship"
Fred again..,79,1789063,"edm, house, stutter house"
Travis Scott,94,35213935,"rap, slap house"
The Secret Sisters,52,110000,"folk, indie folk, new americana"
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Leonard Cohen,67,3495912,"canadian singer-songwriter, melancholia, permanent wave, singer-songwriter"
WILLOW,72,2771139,"afrofuturism, pop, post-teen pop, pov: indie"
Metallica,84,29217450,"hard rock, metal, old school thrash, rock, thrash metal"
Sam Feldt,69,785667,"edm, pop dance, tropical house"
Paul Shaffer,33,1513,jazz organ
Beyoncé,87,39171117,"pop, r&b"
Nell Smith,29,7002,
ATLUS GAME MUSIC,69,31831,
Dogstar,29,57746,
Disco Dinos,34,141,
Jessie Reyez,68,1441759,"canadian contemporary r&b, canadian pop"
Release Hallucination,32,14218,kawaii metal
Rachel McAdams,0,479,
GROUPLOVE,65,1210941,"indie rock, la indie, modern alternative rock, modern rock, pov: indie"
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Alice Lee,56,13188,show tunes
Tonal Topographies,42,188,
