artist,popularity,followers,genres
De La Ghetto,79,7432092,"reggaeton, reggaeton flow, trap latino, urbano latino"
William Prince,45,51523,"canadian indigenous music, canadian singer-songwriter, manitoba country, manitoba indie"
Sunshine Live Inc.,12,1858,
Autopsy,33,117338,"black metal, brutal death metal, death metal, deathgrind, grindcore, metal, technical death metal"
Rev. R.L. Bush & the Revived Sons,0,166,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Kris Kristofferson,65,642321,"country, country rock, outlaw country, singer-songwriter"
Simon & Garfunkel,74,5473346,"classic rock, folk, folk rock, melancholia, mellow gold, rock, soft rock"
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Barack Obama,24,54730,oratory
Susan Tedeschi,53,200560,"blues, blues rock, country rock, electric blues, modern blues, southern rock"
Grace Gaustad,13,506,
Todd Rundgren,54,373591,"art rock, country rock, folk rock, mellow gold, philly soul, power pop, singer-songwriter, soft rock, zolo"
Pearl Jam,77,9215092,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock"
Sinister,31,80644,"black metal, black thrash, brutal death metal, death metal, dutch death metal, dutch metal, technical death metal, thrash metal"
Keyshia Cole,71,4056005,"hip pop, r&b, urban contemporary"
Jennifer Hudson,64,2003714,"dance pop, r&b, urban contemporary"
Jessie Reyez,68,1441759,"canadian contemporary r&b, canadian pop"
James Jackson Jazz Trio,56,7586,
Faison,0,33,
Olivia Rodrigo,88,41986790,pop
Rusty Cage,43,94336,
WILLOW,72,2771139,"afrofuturism, pop, post-teen pop, pov: indie"
Lex Nour,0,18,
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Nicole Scherzinger,64,2409782,"dance pop, pop, post-teen pop"
Tamara Lindeman,0,3,
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Taylor Swift,100,127838324,pop
Beyoncé,87,39171117,"pop, r&b"
Wu-Tang Clan,68,3354421,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Charli xcx,87,4567659,"art pop, candy pop, metropopolis, pop, uk pop"
Said The Sky,56,288958,"melodic dubstep, pop edm"
Dino Maggio,24,25,
The Petersens,40,52922,
Abdul Cisse,34,15175,meme
Dennis Brown,51,312929,"lovers rock, reggae, roots reggae"
Rob Grant,46,48539,
Jay Wheeler,80,4481000,"reggaeton, trap latino, urbano latino"
Students,47,1375,
Ziggy Katz,17,21319,
D.O.E.,68,6043,
ODESZA,69,1661633,"chillwave, edm, indietronica"
Leon,26,357,
Taupin,6,5,
Beirut,58,1011291,"albuquerque indie, baroque pop, chamber pop, indie rock, indietronica, stomp and holler"
Nai Barghouti,40,23219,palestinian alternative
Nick Lowe,49,116366,"power pop, pub rock, singer-songwriter"
Steve Gabry,48,132763,
Lyrical Ray,1,29,
Original Broadway Cast of Moulin Rouge! The Musical,51,12552,broadway
Kristen Schaal,41,1267,
Blake Shelton,76,7313984,"classic oklahoma country, contemporary country, country, country road"
The Dandy Warhols,55,335700,"alternative rock, dance-punk"
Bruce Springsteen,80,6700348,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Weezer,76,3975143,"alternative rock, modern power pop, modern rock, permanent wave, rock"
Allison Russell,52,105775,"black americana, folk"
Anna Huntley,8,45,
John Legend,79,7306805,"neo soul, pop, pop soul, urban contemporary"
Stevie Wonder,79,6704872,"motown, soul"
"Slim ""88"" Wilson",0,9,
METALLIC LOVER,12,155,
Suki Waterhouse,72,922328,indie pop
Eisa Davis,5,504,
Ryan Castro,82,3336479,"reggaeton, trap colombiano, trap latino, urbano latino"
Michael Giacchino,66,389738,"orchestral soundtrack, soundtrack"
Bon Jovi,80,14300043,"glam metal, rock"
Jennifer Hudson,64,2003714,"dance pop, r&b, urban contemporary"
Sabrina Carpenter,94,16168228,pop
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Dwight Yoakam,61,708645,"bakersfield sound, country, country rock"
Phil Spector,33,29338,brill building pop
Mick Jones,51,2805,album rock
Glanville,0,11,
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
Brigitte Trübenbach,13,46,
Farrell Wooten,16,414,
Alex Lifeson,23,14419,
Graham Nash,45,236557,"country rock, folk, folk rock, singer-songwriter"
Chris Martin,66,59612,
Zach Bryan,90,5675448,classic oklahoma country
Taylor Trensch,28,2066,
Lady Gaga,92,33270038,"art pop, dance pop, pop"
Soundcloud,0,1600,
Nicholas McGegan,36,965,"classical performance, historically informed performance"
Formerly Jacob,2,197,
Ni'jah,31,9403,
Aerosmith,77,14901846,"album rock, classic rock, hard rock, rock"
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Lil Nas X,76,12406241,lgbtq+ hip hop
The Weeknd,96,95971547,"canadian contemporary r&b, canadian pop, pop"
KIRBY,60,238297,"alternative r&b, indie triste"
jalenrekt,47,31421,
Del Water Gap,63,231560,"deep new americana, indie pop, pov: indie"
Familiar Folk,45,1643,acoustic guitar cover
YUNGBLUD,70,2461916,"british indie rock, modern rock, pov: indie, rock"
Allison Ponthier,51,37684,modern indie folk
Leonardo Dicaprio,6,1283,
Gwar,45,242409,"comic metal, groove metal, industrial metal, nu metal, old school thrash, virginia metal, virginia punk"
Dionne Warwick,63,981885,"adult standards, brill building pop, disco, quiet storm, soft rock, soul, vocal jazz"
Hollow Clouds,12,1168,lo-fi beats
Duane Davis,0,1,
Lou Reed,65,1900431,"classic rock, glam rock, permanent wave, rock, singer-songwriter"
Penny Lane,24,798,
Next,56,1215800,"boy band, contemporary r&b, minneapolis sound, new jack swing, r&b, urban contemporary"
Kokomo,10,6871,"german post-rock, instrumental post-rock"
Ray Ray Washington,32,39,
John Vincent III,61,140469,modern indie folk
Nancy Sinatra,68,507527,"lounge, sunshine pop"
Russell Simmons,3,683,
Elevation Worship,76,4063926,"ccm, christian music, worship"
Mötley Crüe,72,5429926,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
Elton John,85,14134254,"glam rock, mellow gold, piano rock, rock"
Kyle Gass,13,1993,
Guccia Mane,2,10,
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Bassist,16,47,
Kamala Harris,8,398,
Jack Sweezy,19,433,
Erica Banks,48,196211,trap queen
GRAMMY,3,130,
Megadeth,71,5619430,"alternative metal, hard rock, melodic thrash, metal, old school thrash, rock, speed metal, thrash metal"
Van Halen,73,6323435,"album rock, classic rock, hard rock, rock"
Rina Sawayama,59,1036750,"art pop, electropop, escape room, indie pop"
Ophra,30,161,
Vadim Repin,32,7923,violin
Will Butler,35,27833,
Ne-Yo,82,9357710,"dance pop, pop, r&b, urban contemporary"
Marlon Jackson,5,11545,
Sabrina Carpenter,94,16168228,pop
Róisín Murphy,54,382213,"art pop, electronica, electropop, neo-synthpop, trip hop"
John Oates,33,69572,
Angie Martinez,40,22321,
HAMLIT SHORTY,41,654,
Aerosmith,77,14901846,"album rock, classic rock, hard rock, rock"
Sabrina Carpenter,94,16168228,pop
Maren Morris,71,837482,"classic texas country, contemporary country"
Shervin Hajipour,44,202584,persian melodic rap
Ashley McBryde,55,305544,"arkansas country, contemporary country, country, country road"
Billie Eilish,96,103636544,"art pop, pop"
Hot Mulligan,63,263088,"alternative emo, emo, pop punk"
Nicki Nicole,80,7911852,"argentine hip hop, r&b argentino, trap argentino, trap latino, urbano latino"
Casey Benjamin,15,148,
Jack Harlow,82,3996384,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap"
Troye Sivan,79,8681659,"australian pop, pop, viral pop"
Tammy Moyer,26,141,
Mark Carpio,55,200086,opm
Joan Baez,55,697936,"american folk revival, folk, folk rock, singer-songwriter"
Jhené Aiko,80,8599110,r&b
glitterpop!,37,9881,furry
The Perceptions,6,726,
Dave Stewart,71,52752,"new wave pop, rock keyboard"
Cindy Lee,40,48713,"experimental indie, hypnagogic pop"
Julie Byrne,41,62638,"ambient folk, chamber pop"
Justin Timberlake,83,14810454,"dance pop, pop"
Alicia Bognanno,0,70,
Tim Lambesis,22,283,
Travis Barker,68,474242,rap rock
Chris Brown,89,24373077,"r&b, rap"
Adam Weinberg,26,420,
Eminem,93,94370716,"detroit hip hop, hip hop, rap"
William Bell,49,73228,"memphis soul, southern soul"
Tiësto,84,7609383,"big room, brostep, dutch edm, edm, house, pop dance, progressive electro house, slap house, trance"
Travis Scott,94,35213935,"rap, slap house"
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
Chad Smith,46,5495,rock drums
The Doobie Brothers,70,2622001,"album rock, classic rock, country rock, folk rock, mellow gold, rock, singer-songwriter, soft rock, yacht rock"
push baby,34,33585,uk pop
Hittman,60,22467,
Schuster,38,25774,"pop chileno, reggaeton chileno"
Tommy Lee Sparta,54,325810,"dancehall, jamaican dancehall, traphall"
Pearl Jam,77,9215092,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock"
tillDawn,30,226,
Kesha,82,8354154,"dance pop, pop"
Jimmy Fallon,57,74954,
Dale Pututi,51,11529,"cubaton, reparto"
Mix,5,35,
Kylie Minogue,75,2106222,"australian dance, australian pop, dance pop, eurodance, new wave pop"
Cher,73,3521726,"dance pop, pop"
Conchita Wurst,37,51636,strut
Duane Allman,34,160980,"blues, blues rock, country rock, electric blues, southern rock, traditional blues"
Devin Malik,41,4983,
Rauw Alejandro,94,24888261,"puerto rican pop, reggaeton, trap latino, urbano latino"
Gov't Mule,45,298249,"blues rock, electric blues, jam band, modern blues, modern blues rock, southern rock"
Don Draper,0,99,
SiM,60,412130,"japanese metalcore, japanese screamo"
Skirt No Naka,20,3492,japanese girl punk
sped up nightcore,71,182861,"nightcore, sped up"
Vague003,55,72568,"boston hip hop, sad lo-fi"
Diana Ross,66,1959466,"adult standards, disco, motown, quiet storm, soft rock, soul"
Steve Berman,32,755,
Neil Giraldo,15,567,
Tegan and Sara,58,635937,"canadian indie, lilith, metropopolis, permanent wave"
USHER,83,12512822,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
E.U.,31,9615,go-go
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Youths,0,41,
Jean Knight,49,30729,"new orleans soul, southern soul"
Taylor Swift,100,127838324,pop
Chris Cornell,60,2231855,"alternative metal, alternative rock, grunge, hard rock, post-grunge, rock"
Snuffleupagus,50,1689,cartoon
Summer Vibes,52,2310,"chill house, tropical house"
Daniel Lynch,14,7,
The Brooklyn Tabernacle Choir,47,119443,classic praise
Triangular Prism III,51,544,"binaural, healing hz"
Theophilus London,52,161960,alternative hip hop
VICTIMBLAMED,25,4686,
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
FKA twigs,66,1295505,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop"
Gumpoldskirchner Kinderchor,17,0,
Grimes,70,2467598,"art pop, canadian electropop, grave wave, indietronica, metropopolis, neo-synthpop"
Follower,4,2612,
Lukas Nelson,53,44598,
Bud Gaugh,0,8,
Sammy Hagar,51,976139,"album rock, classic rock, glam metal, hard rock, rock"
David Bowie,78,10960618,"art rock, classic rock, glam rock, permanent wave, rock"
Melissa Etheridge,52,502491,"ectofolk, heartland rock, lilith, pop rock, singer-songwriter"
Taylor Swift,100,127838324,pop
Cardi B,80,24770146,"pop, rap"
Jane Rogers,5,22,
Sunship,54,15554,"acid jazz, uk garage"
Sam Mendes,0,7,
Aleza,43,24444,
Hologram,30,1431,
KeKe Wyatt,45,714489,"contemporary r&b, hip pop, r&b, urban contemporary"
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Jonathan Summers,20,104,classical baritone
Jessica Vosk,52,7073,
Lanez,1,127,
Willie Nelson,72,2354438,"classic country pop, classic texas country, country, country rock, nashville sound, outlaw country, singer-songwriter"
The Secret Sisters,52,110000,"folk, indie folk, new americana"
Wilko Johnson,27,24437,pub rock
Zedd,76,6000486,"complextro, edm, german techno, pop, pop dance"
Benny Andersson,49,36018,neo-classical
Tinashe,73,2892616,"alternative r&b, dance pop, metropopolis, pop, r&b"
The French Young Singers,15,140,
Wilco,61,777571,"alternative country, alternative rock, chicago indie, folk, indie rock, roots rock, stomp and holler"
Marilyn Manson,73,4589937,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock"
John Waite,56,281395,"album rock, mellow gold, new romantic, new wave, new wave pop, soft rock"
Eddie Van Halen,18,245,
Lil Mabu,61,1399752,
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Karen O,51,187427,new jersey indie
Shut Up,2,479,
Kendrick Lamar's Moneytrees,0,29,
Cameron Boyce,64,112078,movie tunes
DonDada,3,91,
Tim Taylor (Missile Records),39,753,
Lucinda Williams,52,259516,"alternative country, folk, heartland rock, outlaw country, roots rock, singer-songwriter"
StaySolidRocky,64,275417,melodic rap
Tourbillon,27,6172,mecha
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Neil Young,70,3083188,"canadian singer-songwriter, classic canadian rock, classic rock, folk rock, mellow gold, permanent wave, rock, roots rock, singer-songwriter"
Kehlani,77,7994496,"pop, r&b, rap"
Colin Greenwood,36,3128,
Bonnie Raitt,59,753335,"country rock, electric blues, folk, folk rock, mellow gold, singer-songwriter, soft rock"
The Versions,46,17124,scorecore
Jo Mersa Marley,43,38188,modern reggae
AFRONOM,54,12497,
Blake Shelton,76,7313984,"classic oklahoma country, contemporary country, country, country road"
Jessie Reyez,68,1441759,"canadian contemporary r&b, canadian pop"
Liam Payne,72,10250360,pop
Amaya Gibson,5,103,
Kalan.FrFr,56,127423,"cali rap, westcoast flow"
Layla Hendryx,7,1204,"canadian hip hop, escape room"
Tammy Lucas,40,800,
Simple Minds,68,2115651,"album rock, dance rock, new romantic, new wave, new wave pop, rock, scottish new wave, soft rock"
Parkside Plug$,25,2603,
Fred Hammond,55,560964,gospel
Jeff Goldblum,67,1694,
Tiny Habits,54,83098,boston folk
Reneé Rapp,69,987236,alt z
Bruce Springsteen,80,6700348,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter"
Alicia Keys,81,12270758,"neo soul, pop, r&b"
Pras Michel,36,918,
Sele Basualdo,10,51,
Deep Sleep Music Catalogue,24,204,
Albini,0,1,
Julien Baker,68,501741,"ambient folk, indie pop"
Olivia Barton,37,16659,boston folk
Taylor Swift,100,127838324,pop
Leonard Cohen,67,3495912,"canadian singer-songwriter, melancholia, permanent wave, singer-songwriter"
James Mercer,32,3709,
Snoop Dogg,85,13359216,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
Jon Wiilde,45,16934,
Eve 6,53,454698,"alternative metal, pop rock, post-grunge"
Bob Dylan,75,6711254,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Lil Wayne,88,15793200,"hip hop, new orleans rap, pop rap, rap, trap"
Elvis Presley,83,10111393,"rock-and-roll, rockabilly"
Novulent,64,181377,"texasgaze, zoomergaze"
Neil Finn,44,88889,"nz singer-songwriter, solo wave"
Scott Redmond,50,4525,show tunes
Dominic Fike,79,1953220,"alternative pop rock, pov: indie"
Lola Young,78,372325,uk pop
Carin Leon,87,13989541,"corrido, musica mexicana, sad sierreno, sierreno"
#1 Rock Songs from the 70s,21,1610,
Keith Harkin,34,8251,derry indie
Garth Brooks,54,1312208,classic oklahoma country
Beck William,27,86,
Dionne Warwick,63,981885,"adult standards, brill building pop, disco, quiet storm, soft rock, soul, vocal jazz"
KAROL G,91,52741964,"reggaeton, reggaeton colombiano, urbano latino"
Ron DeSantis,0,42,
Randy Bachman,28,17290,classic canadian rock
Russian Circles,46,261974,"american post-rock, instrumental post-rock, instrumental rock, post-metal, post-rock, sludge metal"
Cardi B,80,24770146,"pop, rap"
Departures,30,12648,modern melodic hardcore
Ronald Isley,54,203445,"contemporary r&b, new jack swing, r&b"
Barbara Wangui,60,12171,kenyan alternative
USHER,83,12512822,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary"
Van Conner,1,255,
Shaquille O'Neal,49,115289,new jersey rap
Vampire Weekend,67,1994418,"baroque pop, chamber pop, garage rock, indie rock, indietronica, modern rock"
Ben Folds,52,312517,"permanent wave, piano rock"
ShooterGang Kony,54,135674,"cali rap, detroit trap"
Iam Tongi,50,235790,
Norah Jones,76,3234093,"contemporary vocal jazz, jazz pop, neo mellow, vocal jazz"
Frank Ocean,89,16720427,"lgbtq+ hip hop, neo soul"
Brad Pitt,4,925,
Travis Scott,94,35213935,"rap, slap house"
Justin Bieber,92,79320329,"canadian pop, pop"
Chance the Rapper,75,6024828,"chicago rap, conscious hip hop, hip hop, pop rap, rap, trap"
Tim Halperin,49,42058,"channel pop, indiecoustica"
Rihanna,92,64178109,"barbadian pop, pop, urban contemporary"
Jason Schwartzmann,31,95,
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
Harry smith,26,369,
Lou Phelps,41,44964,canadian hip hop
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Phillip Phillips,62,1127888,"folk-pop, neo mellow, pop rock"
Pete Townshend,47,388233,"album rock, art rock, blues rock, classic rock, country rock, folk rock, mellow gold, singer-songwriter"
Gunna,88,8505248,"atl hip hop, melodic rap, rap, trap"
el-lobo,35,5,
Joe Strummer,45,103395,solo wave
Paul McCartney,77,4983473,"classic rock, mellow gold, rock, soft rock"
Erica Luttrell,39,544,
Judas Priest,67,4213320,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock"
Taylor Swift,100,127838324,pop
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Jonny Quinn,10,28,
Little Willie John,37,31718,"rhythm and blues, southern soul"
Camron Cowell,17,2186,
King Missile,33,34908,art rock
Lifeseeker,30,6413,
Drake,96,94133053,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Travis Tritt,66,1473305,"contemporary country, country, country road, outlaw country"
Joseph Arthur,37,40256,
Demi Lovato,79,26867135,"pop, post-teen pop"
Sheryl Crow,67,1234219,"lilith, new wave pop, permanent wave, pop rock, singer-songwriter"
A2thaMo Makes Beats,28,614,
Rickie Lee Jones,46,204549,"folk, singer-songwriter"
evans,26,396,
Skylar Gudasz,24,4093,north carolina roots
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Travis Scott,94,35213935,"rap, slap house"
Megan Thee Stallion,83,9998972,"houston rap, pop, rap, trap queen"
Taylor Swift,100,127838324,pop
Ozzy Osbourne,73,5913878,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, rock"
Stevie Nicks,66,1798271,heartland rock
Nick Drake,63,861718,"british folk, folk, melancholia, singer-songwriter"
Ross Mcdonald,2,17,
Neil Peart,5,7191,rock drums
Bill Berry,4,159,
Journey United,0,6,
Croft,2,154,
Nicki Méninge,4,25,
Rock Hall,0,13,
Cole Bennett,0,148,
Eddy Arnold,49,105121,"classic country pop, nashville sound, traditional country, yodeling"
The Music Machine,26,16529,classic garage rock
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Flo Milli,74,1303690,viral rap
Tems,78,2640441,"afro r&b, afrobeats, alte, nigerian pop"
Taylor Swift,100,127838324,pop
Sam Goodman,16,243,
Marjorie Hanna,28,94,christmas instrumental
Matt Hansen,72,583906,"gen z singer-songwriter, singer-songwriter pop"
Dixie,50,895294,social media pop
Latto,80,1848568,trap queen
Kelly Clarkson,82,10657296,"dance pop, pop, talent show"
Homixide Gang,65,475202,rage rap
KAROL G,91,52741964,"reggaeton, reggaeton colombiano, urbano latino"
Harry Styles - Piano Covers,5,390,
Hayley Williams,65,749857,art pop
Don Letts,32,7373,
Van Morrison,75,3344544,"classic rock, folk, folk rock, mellow gold, rock, singer-songwriter, soft rock"
Kim Carnes,64,385221,"new romantic, new wave pop, soft rock"
Travis Scott,94,35213935,"rap, slap house"
Sabrina Weckerlin,43,6849,german show tunes
Rihanna,92,64178109,"barbadian pop, pop, urban contemporary"
daydreamers,47,22122,
Crazy Horse,55,94038,"country rock, folk rock, roots rock"
Mr. Terence Thompson,30,2925,
Clara do Sol,41,5041,
Sara Bareilles,66,1958245,"acoustic pop, lilith, neo mellow, pop rock, post-teen pop"
Cursive,43,115682,"emo, omaha indie"
Sabrina Carpenter,94,16168228,pop
Collective Soul,63,1148261,"alternative rock, grunge, nu metal, pop rock, post-grunge, rock"
Lil Wayne,88,15793200,"hip hop, new orleans rap, pop rap, rap, trap"
John Coltrane,67,1717161,"bebop, free jazz, jazz, jazz saxophone, vocal jazz"
Brightside,5,1766,experimental bass
Boy George,46,622878,"new romantic, new wave, new wave pop, soft rock"
Ryan Tedder,58,37594,pop rock
Goodnight Daylight,42,6506,
RM,76,17209447,k-rap
Billie Eilish,96,103636544,"art pop, pop"
DEVO,55,588236,"alternative rock, art punk, dance rock, new romantic, new wave, new wave pop, post-punk, synth punk, synthpop, zolo"
Tony Banks,31,49917,"progressive rock, rock keyboard, symphonic rock"
Lofty305,29,17046,underground hip hop
MJ Lenderman,58,72368,"asheville indie, countrygaze, slacker rock"
Tim Marshall,26,916,writing
Seth Bishop,17,15953,teen pop
Sentenced,44,109714,"finnish death metal, finnish melodeath, gothic metal, melodic death metal, metal, oulu metal"
KNOWN.,30,6406,"bc underground hip hop, canadian underground hip hop"
Queen,86,52202480,"classic rock, glam rock, rock"
6arelyhuman,71,1447944,"krushclub, scenecore"
Jan Tenner,50,14262,hoerspiel
Nicki Minaj,87,32918702,"hip pop, pop, queens hip hop, rap"
Halsey,83,21786345,"electropop, etherpop, indie poptimism, pop"
The Songwriter Music College,5,82,
MJ Lenderman,58,72368,"asheville indie, countrygaze, slacker rock"
Taylor Swift - Evermore - Piano Covers,5,201,
Lizzo,70,5710101,"escape room, minnesota hip hop, pop, trap queen"
Kendrick Lamar,97,35133587,"conscious hip hop, hip hop, rap, west coast rap"
Alexander's Timeless Bloozband,0,311,classic psychedelic rock
Jaylen Brown,31,4741,
Jennifer Holliday,34,45041,
Made famous by Katy Perry,18,285,
Todo,0,16,
Tucka,41,63094,southern soul blues
P.P. Arnold,33,14112,soul
James Blunt,73,3091704,neo mellow
Tems,78,2640441,"afro r&b, afrobeats, alte, nigerian pop"
Faye Webster,74,1600153,"atlanta indie, indie pop"
Black Pumas,64,1082623,retro soul
Weatherality,42,84,
Davido,76,6184073,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop"
Holly Humberstone,58,270089,"alt z, indie pop, modern alternative pop, uk pop"
Queen Latifah,55,223570,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, new jersey rap"
Antonoff,0,51,
Taylor Swift,100,127838324,pop
Nashville Pussy,33,55589,"punk 'n' roll, sleaze rock"
Carey Washington,47,1261,
William Shatner,35,28519,"comic, outsider"
Steve Aoki,73,3792048,"edm, electro house, pop dance"
Bleachers,71,794789,"indie pop, modern rock, pov: indie"
Nepo Baby,0,25,
Louis Tomlinson,68,7123223,pop
"D,H,peligro",0,393,
Violent Assault,0,103,
KittenSneeze,38,28249,"otacore, pixel"
Aoko,31,1004,
Aglow,0,3,
Lizzz,14,13,
Bronni Vidas,26,3581,
Ones,6,220,
Dua Lipa,88,45164486,"dance pop, pop, uk pop"
Tiny Desk,3,806,
Jaden,67,1941131,"pop rap, rap"
Sandwiches,0,2,
Clarence Carter,50,193586,"soul, southern soul"
Pantera,72,5423301,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal"
Gorillaz,81,12451583,"alternative hip hop, modern rock, rock"
Terence Blanchard,52,42574,"contemporary post-bop, jazz trumpet, new orleans jazz"
Superfan,17,29753,modern indie pop
Dropkick Murphys,62,1270512,"boston punk, boston rock, celtic punk, celtic rock, punk"
Joni Mitchell,64,1527331,"canadian singer-songwriter, folk, folk rock, singer-songwriter"
Hombre,13,115,
Iliza Shlesinger,33,28197,comedienne
JAY-Z,85,9633241,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
Courtney Cotter King,34,328,
Andrew Ridgeley/Deanlane,0,8,
Luke Combs,87,11844802,"contemporary country, country"
Colton Dixon,57,317498,"ccm, christian alternative rock, christian music"
Quincy Jones,62,399134,soul jazz
Foo Fighters,78,12209202,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock"
Annie Lennox,72,1605914,"new romantic, new wave, new wave pop, singer-songwriter, soft rock, synthpop"
Frankie Yankovic,27,4919,polka
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Stamina Shorwebwenzi,27,25619,tanzanian pop
Michél,1,179,
Sean Kingston,73,3444954,"dance pop, miami hip hop, pop"
Justin Sane,10,2423,acoustic punk
Ken Carson,82,2372685,rage rap
Johnny Depp,49,138359,hollywood
Lord Zealous,22,122,
Paul Weller,54,474979,"britpop, solo wave"
Arcane,90,416205,
Cardi B,80,24770146,"pop, rap"
Trench Babys,29,6170,
SAMURAI,54,229370,
Joh Chase,15,1038,
Myles Goodwyn,5,903,
Beavis,5,501,
Mitchell Ferguson,31,11343,
Ian Connor,0,9,
Diddy,73,1828548,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap"
Bush,63,1931131,"alternative metal, alternative rock, grunge, nu metal, post-grunge, rock"
John Reis,1,113,
Drake,96,94133053,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
Haywire 617,35,4689,boston hardcore
Frankie Valli & The Four Seasons,64,671684,"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly"
Patrick Stump,58,144305,
Michal Ratkowski,19,180,
Music from Source,9,360,
Activist,4,2487,
Bryan Ferry,61,632560,"glam rock, melancholia, new romantic, new wave, new wave pop, solo wave, sophisti-pop"
Duff McKagan's Loaded,18,50711,supergroup
Kali Uchis,86,8210959,colombian pop
John Lennon,76,6264831,"classic rock, rock"
Damian priest,0,2,
Echoes,50,2272,
Edward Treuenfels,8,0,
Jowell & Randy,72,4435651,"reggaeton, urbano latino"
Maren Morris,71,837482,"classic texas country, contemporary country"
Nathan Silvers,0,3,
Slovak Radio Symphony Orchestra,58,23266,"orchestra, radio symphony, symfonicky orchestr"
Blake Shelton,76,7313984,"classic oklahoma country, contemporary country, country, country road"
Tammy Wynette,55,624868,"country, country dawn, nashville sound"
Kanye West,93,28347141,"chicago rap, hip hop, rap"
Vivian Grantham,30,46,
Sharon Jones & The Dap-Kings,61,299433,"black americana, funk, retro soul, soul"
J Balvin,88,37516883,"reggaeton, reggaeton colombiano, trap latino, urbano latino"
Strick,15,343,
Darryl Hatcher,33,74,
ROSÉ,88,8674192,k-pop
Samantha Nelson,45,431,
Coco Jones,65,558054,pop r&b
Moetown,35,559,lo-fi sleep
JD Souther,40,66251,"country rock, singer-songwriter"
HOSHI,48,591174,
Selena Gomez,83,51365874,"pop, post-teen pop"
Amanda Shires,52,57112,"alternative country, folk, new americana"
Sylvan Esso,56,573734,"art pop, chamber pop, etherpop, indie pop, indie rock, indietronica, shimmer pop"
A.P.,16,294,
Reid Wilson,24,1124,
Andy Rourke,23,818,
Right Said Fred,51,52778,
Reba McEntire,63,2121114,"classic oklahoma country, contemporary country, country, country dawn, country road"
Weezer,76,3975143,"alternative rock, modern power pop, modern rock, permanent wave, rock"
Brendan Yates,21,142,
Feid,92,15144174,"colombian pop, pop reggaeton, reggaeton, reggaeton colombiano, trap latino, urbano latino"
Wu-Tang Clan,68,3354421,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap"
Yo Gotti,65,4374532,"dirty south rap, gangster rap, memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Megan Thee Stallion,83,9998972,"houston rap, pop, rap, trap queen"
Michael Warren,32,5937,
